Name,ASCII Name,Population,Coordinates
Ostheim,Ostheim,1433,"48.15995, 7.36976"
Osny,Osny,16545,"49.0701, 2.06277"
Ons-en-Bray,Ons-en-Bray,1340,"49.41631, 1.92302"
Ondres,Ondres,3983,"43.5615, -1.44911"
Oisy-le-Verger,Oisy-le-Verger,1292,"50.25047, 3.1233"
Nouzonville,Nouzonville,6817,"49.81369, 4.74736"
Nordhouse,Nordhouse,1541,"48.44833, 7.67326"
Neuvéglise,Neuveglise,1037,"44.92809, 2.98328"
Neung-sur-Beuvron,Neung-sur-Beuvron,1152,"47.53486, 1.80514"
Naveil,Naveil,1914,"47.79576, 1.03222"
Naucelles,Naucelles,1815,"44.95898, 2.41884"
Muron,Muron,1086,"46.03524, -0.82893"
Mours,Mours,1566,"49.13077, 2.26761"
Mourenx,Mourenx,8109,"43.3703, -0.62986"
Mougins,Mougins,18973,"43.60068, 6.99523"
Morières-lès-Avignon,Morieres-les-Avignon,7001,"43.9403, 4.9011"
Montois-la-Montagne,Montois-la-Montagne,2692,"49.2168, 6.02137"
Montmorency,Montmorency,21156,"48.98826, 2.3434"
Montmerle-sur-Saône,Montmerle-sur-Saone,3104,"46.08333, 4.76667"
Montlieu-la-Garde,Montlieu-la-Garde,1365,"45.25, -0.25"
Montigny-en-Ostrevent,Montigny-en-Ostrevent,4935,"50.36667, 3.18333"
Montferrat,Montferrat,1439,"45.48481, 5.5902"
Montech,Montech,3743,"43.95744, 1.22979"
Montcourt-Fromonville,Montcourt-Fromonville,2480,"48.30672, 2.7046"
Mont-Bernanchon,Mont-Bernanchon,1202,"50.58333, 2.58333"
Montargis,Montargis,17457,"47.99696, 2.73261"
Mons-en-Barœul,Mons-en-Baroeul,23006,"50.63333, 3.11667"
Mons,Mons,1224,"43.6124, 1.57207"
Moncé-en-Belin,Monce-en-Belin,2586,"47.8952, 0.19929"
Méteren,Meteren,2116,"50.73333, 2.7"
Messery,Messery,1593,"46.35036, 6.29099"
Merten,Merten,1653,"49.24903, 6.66465"
Mérignies,Merignies,2270,"50.50609, 3.11043"
Méaulte,Meaulte,1287,"49.98167, 2.66121"
Marmagne,Marmagne,1344,"46.83666, 4.35892"
Marigny-les-Usages,Marigny-les-Usages,1234,"47.95799, 2.01462"
Mareuil-sur-Cher,Mareuil-sur-Cher,1072,"47.29314, 1.32897"
Mareuil-sur-Ay,Mareuil-sur-Ay,1237,"49.04581, 4.03587"
Marbache,Marbache,1760,"48.79867, 6.106"
Malintrat,Malintrat,1057,"45.81509, 3.18603"
Luzy,Luzy,2259,"46.79011, 3.97036"
Lusigny,Lusigny,1476,"46.58776, 3.49142"
Lusanger,Lusanger,1023,"47.68118, -1.58838"
Lormes,Lormes,1389,"47.28964, 3.81714"
Longpré-les-Corps-Saints,Longpre-les-Corps-Saints,1591,"50.01239, 1.99287"
L'Isle-sur-la-Sorgue,L'Isle-sur-la-Sorgue,16968,"43.91971, 5.05141"
Linguizzetta,Linguizzetta,1021,"42.26384, 9.47297"
Ligueil,Ligueil,2187,"47.0421, 0.81893"
Leucate,Leucate,3539,"42.91056, 3.02944"
Le Thou,Le Thou,1249,"46.08424, -0.91732"
Le Thillay,Le Thillay,3887,"49.00659, 2.47218"
Le Syndicat,Le Syndicat,1837,"48.01733, 6.68436"
Les Touches,Les Touches,2111,"47.44249, -1.43097"
Les Roches-de-Condrieu,Les Roches-de-Condrieu,1968,"45.45281, 4.76718"
Les Montils,Les Montils,1498,"47.49499, 1.29775"
Les Loges-en-Josas,Les Loges-en-Josas,1539,"48.76377, 2.14002"
Lempdes-sur-Allagnon,Lempdes-sur-Allagnon,1450,"45.38333, 3.28333"
Le Mayet-de-Montagne,Le Mayet-de-Montagne,1457,"46.07091, 3.66665"
Lédenon,Ledenon,1225,"43.91554, 4.50956"
Le Crest,Le Crest,1178,"45.68666, 3.12735"
Lécousse,Lecousse,3202,"48.36732, -1.21809"
Le Châtelet-en-Brie,Le Chatelet-en-Brie,4968,"48.50695, 2.79163"
Le Champ-Saint-Père,Le Champ-Saint-Pere,1404,"46.50835, -1.34633"
Le Chambon-sur-Lignon,Le Chambon-sur-Lignon,2923,"45.06097, 4.30241"
Le Bois-Plage-en-Ré,Le Bois-Plage-en-Re,2401,"46.18622, -1.39238"
La Ville-du-Bois,La Ville-du-Bois,6224,"48.65521, 2.26833"
Lavardac,Lavardac,2384,"44.17952, 0.29829"
La Trinité-sur-Mer,La Trinite-sur-Mer,1641,"47.58586, -3.0305"
La Tardière,La Tardiere,1192,"46.6611, -0.73256"
Lassy,Lassy,1297,"47.9791, -1.87054"
La Sentinelle,La Sentinelle,3238,"50.35115, 3.48425"
La Ricamarie,La Ricamarie,7997,"45.40536, 4.36944"
Largentière,Largentiere,2126,"44.54272, 4.29342"
La Remuée,La Remuee,1207,"49.52773, 0.40283"
La Pommeraie-sur-Sèvre,La Pommeraie-sur-Sevre,1005,"46.83535, -0.77785"
La Pomme,La Pomme,17787,"43.28987, 5.44153"
Lantriac,Lantriac,1680,"45.0005, 4.00444"
Lamanon,Lamanon,1815,"43.69979, 5.08871"
La Ferté-Macé,La Ferte-Mace,7372,"48.58999, -0.358"
Bains-les-Bains,Bains-les-Bains,1597,"48.00113, 6.26492"
Bagneux,Bagneux,38900,"48.79565, 2.30796"
Bachant,Bachant,2415,"50.2154, 3.86835"
Auffay,Auffay,1826,"49.71881, 1.09911"
Auch,Auch,24494,"43.64561, 0.58856"
Auby,Auby,7836,"50.41457, 3.05396"
Aubigné-Racan,Aubigne-Racan,2211,"47.69096, 0.26726"
Astaffort,Astaffort,2020,"44.06337, 0.6512"
Aspach-le-Haut,Aspach-le-Haut,1180,"47.77653, 7.13145"
Arnac-la-Poste,Arnac-la-Poste,1021,"46.26609, 1.37338"
Arleux,Arleux,2637,"50.28037, 3.10448"
Argences,Argences,3405,"49.12635, -0.16644"
Ardentes,Ardentes,3356,"46.74191, 1.83428"
Arcey,Arcey,1218,"47.52258, 6.66222"
Arâches-la-Frasse,Araches-la-Frasse,1879,"46.04297, 6.63145"
Anneyron,Anneyron,3697,"45.2722, 4.88626"
Aniche,Aniche,10108,"50.32995, 3.25346"
Andé,Ande,1043,"49.23163, 1.24088"
Amou,Amou,1587,"43.59292, -0.74714"
Amanvillers,Amanvillers,1981,"49.16784, 6.04367"
Althen-des-Paluds,Althen-des-Paluds,2125,"44.00405, 4.95861"
Allonnes,Allonnes,11949,"47.96744, 0.16023"
Alixan,Alixan,2229,"44.97426, 5.0285"
Ajaccio,Ajaccio,54364,"41.91886, 8.73812"
Aiguillon,Aiguillon,4576,"44.29919, 0.33943"
Aigrefeuille-sur-Maine,Aigrefeuille-sur-Maine,2355,"47.08008, -1.40419"
Ahuillé,Ahuille,1451,"48.02076, -0.87071"
Achères-la-Forêt,Acheres-la-Foret,1149,"48.35458, 2.57035"
Abrest,Abrest,2503,"46.09859, 3.44461"
Ablis,Ablis,2845,"48.5172, 1.83624"
Baille,Baille,11527,"43.2877, 5.39804"
Walsall,Walsall,172141,"52.58528, -1.98396"
Tycroes,Tycroes,2156,"51.77806, -4.02"
Tow Law,Tow Law,2138,"54.74456, -1.81434"
Tingewick,Tingewick,1093,"51.99031, -1.04804"
Tillicoultry,Tillicoultry,5160,"56.15251, -3.74015"
Tilbury,Tilbury,11717,"51.46248, 0.35856"
Thornaby-on-Tees,Thornaby-on-Tees,22356,"54.53333, -1.3"
Sturminster Newton,Sturminster Newton,3501,"50.92681, -2.30515"
Streetly,Streetly,13251,"52.58333, -1.88333"
Stratford,Stratford,36666,"51.53333, 0.0"
Stotfold,Stotfold,6838,"52.01632, -0.23209"
Stonehouse,Stonehouse,7481,"51.75, -2.28333"
Stepps,Stepps,6730,"55.88899, -4.1521"
Stanwick,Stanwick,1942,"52.33198, -0.56348"
Spennymoor,Spennymoor,17766,"54.6988, -1.60229"
Southwell,Southwell,6757,"53.07804, -0.95538"
Shotley Gate,Shotley Gate,1511,"51.95789, 1.26877"
Shillington,Shillington,1447,"51.99344, -0.36006"
Shepherdswell,Shepherdswell,1630,"51.18713, 1.23049"
Scole,Scole,1028,"52.36706, 1.15674"
Saughall,Saughall,2569,"53.22618, -2.95649"
Sampford Peverell,Sampford Peverell,1302,"50.91945, -3.38081"
Ryton on Dunsmore,Ryton on Dunsmore,1813,"52.36667, -1.43333"
Rushden,Rushden,37584,"52.28927, -0.60184"
Ruabon,Ruabon,3091,"52.9878, -3.03883"
Rotherham,Rotherham,117618,"53.43012, -1.35678"
Rosneath,Rosneath,1260,"56.00985, -4.80151"
Rishton,Rishton,6625,"53.76806, -2.41444"
Rhayader,Rhayader,1824,"52.30154, -3.51146"
Rayleigh,Rayleigh,32150,"51.58571, 0.60459"
Rake,Rake,1556,"51.04323, -0.85801"
Priston,Priston,232,"51.34306, -2.43917"
Poole,Poole,150092,"50.71429, -1.98458"
Ponthir,Ponthir,0,"51.63222, -2.97611"
Polperro,Polperro,1206,"50.3313, -4.5222"
Pitlochry,Pitlochry,2860,"56.70514, -3.73432"
Pimperne,Pimperne,1109,"50.88374, -2.1362"
Peterhead,Peterhead,18450,"57.50517, -1.78435"
Perth,Perth,47350,"56.39522, -3.43139"
Perranwell,Perranwell,1207,"50.21333, -5.12053"
Penllyn,Penllyn,0,"51.47444, -3.47889"
Paisley,Paisley,77270,"55.83173, -4.43254"
Northolt,Northolt,26000,"51.54855, -0.36778"
Lancing,Lancing,18692,"50.82882, -0.32247"
Northallerton,Northallerton,16832,"54.33901, -1.43243"
Newton Stewart,Newton Stewart,4010,"54.95784, -4.48315"
Newton Mearns,Newton Mearns,24650,"55.77334, -4.33339"
Newport,Newport,306844,"51.58774, -2.99835"
New Ferry,New Ferry,5300,"53.36046, -2.99377"
Nether Poppleton,Nether Poppleton,3504,"53.98793, -1.15062"
Nelson,Nelson,29317,"53.83333, -2.2"
Nailsworth,Nailsworth,5394,"51.69382, -2.2199"
Musselburgh,Musselburgh,23620,"55.9417, -3.04991"
Midsomer Norton,Midsomer Norton,10458,"51.28567, -2.48591"
Meopham,Meopham,4361,"51.36844, 0.36007"
Menston,Menston,4764,"53.89041, -1.74395"
Maulden,Maulden,2357,"52.03063, -0.46975"
Maiden Newton,Maiden Newton,1268,"50.77909, -2.57226"
Magherafelt,Magherafelt,9157,"54.75356, -6.60656"
Lower Brailes,Lower Brailes,1027,"52.05034, -1.54176"
Low Ackworth,Low Ackworth,1500,"53.65023, -1.32334"
Llanllwchaiarn,Llanllwchaiarn,0,"52.18333, -4.36667"
Llanharan,Llanharan,5755,"51.53805, -3.43906"
Llangeler,Llangeler,3427,"52.02771, -4.3716"
Llanfairpwllgwyngyll,Llanfairpwllgwyngyll,3107,"53.22141, -4.20329"
Llanfair,Llanfair,0,"52.84415, -4.11541"
Llanerchymedd,Llanerchymedd,1133,"53.33055, -4.377"
Little Hulton,Little Hulton,10216,"53.53333, -2.41667"
Lesbury,Lesbury,1007,"55.39832, -1.6283"
Leighton Buzzard,Leighton Buzzard,37469,"51.91722, -0.65802"
Lavenham,Lavenham,1413,"52.10861, 0.79617"
Langtoft,Langtoft,1967,"52.69834, -0.3404"
Kidwelly,Kidwelly,2782,"51.73639, -4.30333"
Kew,Kew,11436,"51.48165, -0.28749"
Ipswich,Ipswich,178835,"52.05917, 1.15545"
Ipplepen,Ipplepen,2143,"50.48919, -3.639"
Holytown,Holytown,5080,"55.82011, -3.9727"
Hillsborough,Hillsborough,3872,"54.46345, -6.07664"
Hendon,Hendon,0,"51.6, -0.21667"
Headcorn,Headcorn,2505,"51.16966, 0.62433"
Haverfordwest,Haverfordwest,14596,"51.80169, -4.96914"
Harston,Harston,1729,"52.13691, 0.07999"
Harrow on the Hill,Harrow on the Hill,10632,"51.57142, -0.33371"
Hankerton,Hankerton,0,"51.61444, -2.045"
Greenhithe,Greenhithe,6567,"51.45026, 0.28539"
Great Bookham,Great Bookham,11000,"51.27916, -0.37423"
Great Barton,Great Barton,1600,"52.27257, 0.76679"
Grays,Grays,89755,"51.47566, 0.32521"
Gorebridge,Gorebridge,6330,"55.84594, -3.04563"
Glazebury,Glazebury,1068,"53.47078, -2.49823"
Glastonbury,Glastonbury,8471,"51.14745, -2.72075"
Fylde,Fylde,76500,"53.83333, -2.91667"
Exeter,Exeter,130709,"50.7236, -3.52751"
Evesbatch,Evesbatch,0,"52.13333, -2.45"
East Peckham,East Peckham,2485,"51.21234, 0.38624"
Dunkeswell,Dunkeswell,1361,"50.86301, -3.22289"
Dinmore,Dinmore,0,"52.15, -2.75"
Deddington,Deddington,1594,"51.9806, -1.32055"
Dawlish,Dawlish,11312,"50.58118, -3.46644"
Daventry,Daventry,23879,"52.25688, -1.16066"
Dalton in Furness,Dalton in Furness,7827,"54.15796, -3.17977"
Croxton,Croxton,0,"53.5964, -0.3483"
Crofton,Crofton,5258,"53.65639, -1.42968"
Criccieth,Criccieth,1753,"52.92053, -4.2346"
Cresswell,Cresswell,0,"55.21667, -1.55"
Cooling,Cooling,0,"51.45474, 0.52395"
Comrie,Comrie,1900,"56.3688, -3.97882"
Colinton,Colinton,7637,"55.90739, -3.25609"
Coddington,Coddington,0,"53.08333, -2.81667"
Coatbridge,Coatbridge,43970,"55.86216, -4.02469"
Coalville,Coalville,38245,"52.72247, -1.3702"
Cleobury Mortimer,Cleobury Mortimer,2711,"52.37853, -2.48196"
Claydon,Claydon,4488,"52.10672, 1.11134"
Chorley,Chorley,33888,"53.65, -2.61667"
Chilton Foliat,Chilton Foliat,363,"51.43245, -1.53912"
Chelsea,Chelsea,60000,"51.48755, -0.16936"
Charmouth,Charmouth,1352,"50.73889, -2.90055"
Chapeltown,Chapeltown,23056,"53.46506, -1.47217"
Chapel Saint Leonards,Chapel Saint Leonards,3481,"53.21667, 0.31667"
Castor,Castor,1393,"52.57319, -0.34603"
Castlederg,Castlederg,2822,"54.70699, -7.59336"
Canterbury,Canterbury,55240,"51.27904, 1.07992"
Buxton,Buxton,1316,"52.75255, 1.29982"
Burton upon Trent,Burton upon Trent,122199,"52.80728, -1.64263"
Broomfleet,Broomfleet,0,"53.73333, -0.66667"
Brixworth,Brixworth,5228,"52.32912, -0.9035"
Brixham,Brixham,16693,"50.39431, -3.51585"
Bourne,Bourne,13961,"52.76667, -0.38333"
Bootle,Bootle,57791,"53.46667, -3.01667"
Bexleyheath,Bexleyheath,0,"51.46291, 0.13943"
Berkhamsted,Berkhamsted,21997,"51.7604, -0.56528"
Battle,Battle,6054,"50.91732, 0.48417"
Basingstoke,Basingstoke,107642,"51.26249, -1.08708"
Barrow upon Soar,Barrow upon Soar,5196,"52.75178, -1.14601"
Barnack,Barnack,752,"52.63181, -0.40821"
Barmby on the Marsh,Barmby on the Marsh,372,"53.74896, -0.95607"
Balsham,Balsham,1591,"52.13238, 0.31586"
Aviemore,Aviemore,3150,"57.19553, -3.8259"
Atwick,Atwick,0,"53.94012, -0.189"
Antrim,Antrim,19661,"54.7175, -6.211"
Ancroft,Ancroft,0,"55.7, -2.0"
Alyth,Alyth,2410,"56.62209, -3.23005"
Alcester,Alcester,6939,"52.21667, -1.86667"
Aberystwyth,Aberystwyth,18749,"52.41548, -4.08292"
Aberporth,Aberporth,1648,"52.13248, -4.54173"
Abercynon,Abercynon,5983,"51.64548, -3.32727"
Abbots Langley,Abbots Langley,10472,"51.70573, -0.41757"
Abbotskerswell,Abbotskerswell,1267,"50.50816, -3.61342"
Shiremoor,Shiremoor,4889,"55.03535, -1.5095"
New Inn,New Inn,0,"51.69056, -3.00917"
Easton-in-Gordano,Easton-in-Gordano,4824,"51.47592, -2.69987"
Hellaby,Hellaby,1100,"53.42257, -1.24125"
Danby,Danby,1515,"54.46606, -0.91073"
Langley Green,Langley Green,7000,"51.12817, -0.19835"
Fallowfield,Fallowfield,14132,"53.43981, -2.21572"
Ferndown,Ferndown,17650,"50.80743, -1.89975"
Leytonstone,Leytonstone,54696,"51.56856, 0.00768"
Kelloe,Kelloe,1502,"54.71894, -1.47495"
Abbey Wood,Abbey Wood,13000,"51.48688, 0.10747"
Romney Marsh,Romney Marsh,2279,"51.02299, 0.91504"
Tintagel,Tintagel,1028,"50.66317, -4.75047"
Dyffryn Ardudwy,Dyffryn Ardudwy,1654,"52.77748, -4.06468"
Belmont,Belmont,10048,"51.34324, -0.20003"
East Rainton,East Rainton,1213,"54.82513, -1.48036"
Capel le Ferne,Capel le Ferne,1386,"51.10339, 1.21165"
Hockley Heath,Hockley Heath,1604,"52.35294, -1.77816"
Cockington,Cockington,10000,"50.46335, -3.55691"
Ladywell,Ladywell,14515,"51.45452, -0.02227"
Bargeddie,Bargeddie,2670,"55.85366, -4.07846"
Kingswells,Kingswells,4750,"57.15798, -2.22426"
Whitecraig,Whitecraig,1200,"55.91937, -3.04231"
St Anne,St Anne,0,"49.71549, -2.20757"
Saint Saviour,Saint Saviour,0,"49.45694, -2.63583"
Vrachnaíika,Vrachnaiika,2571,"38.16253, 21.66693"
Vathý,Vathy,1888,"37.74692, 26.98316"
Tríkala,Trikala,61653,"39.55493, 21.76837"
Psachná,Psachna,5828,"38.57852, 23.64326"
Pásion,Pasion,1298,"38.01294, 22.72814"
Oxílithos,Oxilithos,1061,"38.57988, 24.11184"
Orchomenós,Orchomenos,5919,"38.4929, 22.97962"
Lamía,Lamia,52006,"38.9, 22.43333"
Domvraína,Domvraina,1138,"38.253, 22.98211"
Kanaláki,Kanalaki,2446,"39.23361, 20.6"
Gavaloú,Gavalou,1018,"38.52903, 21.53226"
Erétria,Eretria,4166,"38.40097, 23.8022"
Domokós,Domokos,1531,"39.12722, 22.30028"
Ágios Andréas,Agios Andreas,1033,"37.34519, 22.76466"
Álli Meriá,Alli Meria,1188,"39.37039, 22.9835"
Agriá,Agria,5519,"39.34078, 23.01258"
Zipári,Zipari,2706,"36.87696, 27.20532"
Sidirókastro,Sidirokastro,5177,"41.23499, 23.38899"
Palaífyto,Palaifyto,1475,"40.78283, 22.27388"
Nisí,Nisi,1473,"40.6361, 22.38884"
Néos Marmarás,Neos Marmaras,3158,"40.0961, 23.78323"
Mavrochóri,Mavrochori,1287,"40.51224, 21.32038"
Livádi,Livadi,2655,"40.12625, 22.15753"
Lávara,Lavara,1447,"41.26957, 26.38522"
Kontariótissa,Kontariotissa,2088,"40.22754, 22.461"
Kokkinóchoma,Kokkinochoma,1472,"40.9269, 24.30805"
Koímisi,Koimisi,1414,"41.21282, 23.30035"
Chalkidóna,Chalkidona,3094,"40.73184, 22.59992"
Kavýli,Kavyli,1531,"41.56225, 26.5147"
Símantra,Simantra,2421,"40.34563, 23.31026"
Kalýves Polygýrou,Kalyves Polygyrou,1333,"40.28659, 23.39033"
Asproválta,Asprovalta,2838,"40.73049, 23.7118"
Aravissós,Aravissos,1513,"40.84352, 22.30178"
Alexandroupoli,Alexandroupoli,52979,"40.84995, 25.87644"
Kontokáli,Kontokali,1660,"39.64436, 19.85194"
Néa Potídhaia,Nea Potidhaia,1559,"40.19428, 23.32874"
Chlói,Chloi,3079,"40.53918, 21.25923"
Aghios Panteleímon,Aghios Panteleimon,1591,"38.11643, 23.98182"
Thrakomakedónes,Thrakomakedones,6200,"38.12964, 23.75751"
Hofbieber,Hofbieber,6372,"50.58629, 9.83534"
Hochspeyer,Hochspeyer,4877,"49.44207, 7.89504"
Hitzhusen,Hitzhusen,1225,"53.92397, 9.85262"
Hillscheid,Hillscheid,2691,"50.40639, 7.69861"
Hildesheim,Hildesheim,103052,"52.15077, 9.95112"
Hedersleben,Hedersleben,1757,"51.85943, 11.25"
Hardegsen,Hardegsen,8621,"51.65227, 9.8305"
Hallbergmoos,Hallbergmoos,8074,"48.32747, 11.75142"
Hainsfarth,Hainsfarth,1486,"48.95839, 10.62491"
Hagelstadt,Hagelstadt,1852,"48.9, 12.21667"
Gudow,Gudow,1668,"53.55556, 10.77021"
Grosselfingen,Grosselfingen,2158,"48.33229, 8.88704"
Gottenheim,Gottenheim,2456,"48.05, 7.73333"
Goldbach,Goldbach,1846,"51.04566, 11.43289"
Glinde,Glinde,16210,"53.5441, 10.20048"
Gillenfeld,Gillenfeld,1493,"50.1279, 6.90383"
Gengenbach,Gengenbach,11234,"48.40476, 8.01433"
Gailingen,Gailingen,3008,"47.69711, 8.75567"
Fürstenberg,Furstenberg,1323,"51.73333, 9.4"
Fürstenberg,Fuerstenberg,2278,"47.68505, 9.15632"
Friesoythe,Friesoythe,20311,"53.0226, 7.85764"
Freisbach,Freisbach,1040,"49.27167, 8.27194"
Freiburg/Elbe,Freiburg/Elbe,1890,"53.82364, 9.28537"
Frankfurt (Oder),Frankfurt (Oder),57015,"52.34714, 14.55062"
Flomborn,Flomborn,1045,"49.69056, 8.14917"
Flessau,Flessau,1048,"52.75996, 11.67093"
Everswinkel,Everswinkel,9576,"51.92595, 7.8469"
Erlbach,Erlbach,1895,"50.31667, 12.36667"
Erlabrunn,Erlabrunn,1584,"49.85972, 9.84417"
Eppelheim,Eppelheim,14190,"49.4019, 8.63644"
Epfendorf,Epfendorf,3566,"48.25, 8.6"
Enkenbach-Alsenborn,Enkenbach-Alsenborn,7189,"49.48333, 7.9"
Engen,Engen,10190,"47.85534, 8.77342"
Eichenzell,Eichenzell,11042,"50.49536, 9.69672"
Ehlscheid,Ehlscheid,1237,"50.51448, 7.46655"
Ehingen,Ehingen,26398,"48.28259, 9.72749"
Egglham,Egglham,2439,"48.52902, 13.05402"
Ebernhahn,Ebernhahn,1266,"50.47278, 7.77"
Dummerstorf,Dummerstorf,2666,"54.01484, 12.22821"
Duggendorf,Duggendorf,1605,"49.11667, 11.91667"
Dietmannsried,Dietmannsried,8044,"47.80787, 10.28948"
Dieskau,Dieskau,3133,"51.43553, 12.04035"
Dieblich,Dieblich,2481,"50.31396, 7.47185"
Denzlingen,Denzlingen,13511,"48.06667, 7.88333"
Denkingen,Denkingen,2530,"48.1111, 8.7382"
Deggendorf,Deggendorf,31081,"48.84085, 12.96068"
Dassendorf,Dassendorf,3148,"53.49532, 10.35987"
Daaden,Daaden,4499,"50.73333, 7.96667"
Crottendorf,Crottendorf,4705,"50.51667, 12.95"
Bütthard,Butthard,1300,"49.59913, 9.87987"
Burtenbach,Burtenbach,3323,"48.34051, 10.4528"
Bundenthal,Bundenthal,1137,"49.09549, 7.80839"
Budenheim,Budenheim,8598,"50.01667, 8.16667"
Bücken,Buecken,2238,"52.77876, 9.13371"
Bucha,Bucha,1211,"50.88203, 11.50933"
Brügge,Bruegge,1019,"54.17578, 10.06913"
Britz,Britz,42846,"52.44293, 13.43388"
Breuna,Breuna,3866,"51.41575, 9.185"
Breitengüßbach,Breitengussbach,4643,"49.97209, 10.88591"
Breitenbach,Breitenbach,1041,"50.68895, 10.49148"
Bonefeld,Bonefeld,1052,"50.52388, 7.48932"
Blowatz,Blowatz,1233,"53.98972, 11.5336"
Blankensee,Blankensee,1720,"53.4039, 13.26836"
Bad Birnbach,Bad Birnbach,5533,"48.44489, 13.09103"
Beverungen,Beverungen,15266,"51.66801, 9.37417"
Betzendorf,Betzendorf,1141,"53.1375, 10.31273"
Berlstedt,Berlstedt,1718,"51.06142, 11.24288"
Berlingerode,Berlingerode,1248,"51.45775, 10.2384"
Bergneustadt,Bergneustadt,20567,"51.02496, 7.65599"
Bergkirchen,Bergkirchen,6955,"48.25671, 11.36488"
Bergen,Bergen,1061,"49.07347, 11.114"
Berg,Berg,1527,"50.55523, 6.94886"
Bebra,Bebra,14839,"50.97445, 9.79562"
Basdahl,Basdahl,1539,"53.44502, 9.00025"
Barleben,Barleben,5895,"52.20193, 11.6177"
Bamberg,Bamberg,70047,"49.89873, 10.90067"
Baindt,Baindt,4561,"47.85, 9.66667"
Bad Orb,Bad Orb,10186,"50.22788, 9.34782"
Bad Grund,Bad Grund,2393,"51.81021, 10.23694"
Bad Berneck im Fichtelgebirge,Bad Berneck im Fichtelgebirge,4723,"50.04564, 11.67238"
Aurich,Aurich,40319,"53.46919, 7.48232"
Aub,Aub,1637,"49.55267, 10.0653"
Assamstadt,Assamstadt,2098,"49.42806, 9.68611"
Arnstorf,Arnstorf,6570,"48.5584, 12.81674"
Arnstein,Arnstein,8409,"49.97767, 9.96983"
Apfelstädt,Apfelstaedt,1433,"50.90157, 10.88977"
Angern,Angern,1380,"52.35, 11.73333"
Altusried,Altusried,9950,"47.8041, 10.21429"
Alt Tucheband,Alt Tucheband,1019,"52.53732, 14.51225"
Alsdorf,Alsdorf,46340,"50.87673, 6.16399"
Alfdorf,Alfdorf,7187,"48.84385, 9.71857"
Aerzen,Aerzen,10755,"52.04953, 9.25856"
Adlershof,Adlershof,20210,"52.43548, 13.54825"
Thalfang,Thalfang,1779,"49.75, 7.0"
Mühlhausen-Ehingen,Muhlhausen-Ehingen,3669,"47.81102, 8.81224"
Bahnhof Reken,Bahnhof Reken,2325,"51.8039, 7.04434"
Muhr am See,Muhr am See,2155,"49.15445, 10.71845"
Lautertal,Lautertal,4150,"50.33333, 10.96667"
Dreikirchen,Dreikirchen,1044,"50.43333, 7.95"
Kirchwald,Kirchwald,1043,"50.36667, 7.15"
Kanzlerfeld,Kanzlerfeld,3782,"52.28594, 10.45671"
Bensdorf,Bensdorf,1334,"52.41667, 12.33333"
Kranichstein,Kranichstein,12043,"49.90474, 8.68084"
Münstertal/Schwarzwald,Muenstertal/Schwarzwald,5199,"47.85472, 7.78417"
Alt-Hohenschönhausen,Alt-Hohenschoenhausen,50070,"52.54608, 13.5013"
Neustadt,Neustadt,2386,"52.26799, 10.52001"
Fronreute,Fronreute,4478,"47.87053, 9.56944"
Langenbrettach,Langenbrettach,3694,"49.22601, 9.41842"
Siegfriedviertel,Siegfriedviertel,7477,"52.28854, 10.53257"
Bürgerpark,Buergerpark,3905,"52.25142, 10.5284"
Viby,Viby,4773,"55.54872, 12.02391"
Vester-Skerninge,Vester-Skerninge,1315,"55.07322, 10.45536"
Vester Hassing,Vester Hassing,2589,"57.06767, 10.12558"
Trørød,Trorod,8576,"55.83946, 12.54432"
Stensved,Stensved,1585,"54.99714, 12.02983"
Slagelse,Slagelse,31896,"55.40276, 11.35459"
Ry,Ry,7151,"56.09038, 9.76505"
Padborg,Padborg,4311,"54.82657, 9.36247"
Lynge,Lynge,4163,"55.83941, 12.27725"
Lisbjerg,Lisbjerg,1063,"56.22075, 10.16861"
Kås,Kas,1990,"57.19774, 9.67173"
Jelling,Jelling,3658,"55.75588, 9.4258"
Hørning,Horning,8395,"56.412, 10.20018"
Hadsten,Hadsten,8254,"56.32819, 10.04931"
Frederiksberg,Frederiksberg,3142,"55.41618, 11.56934"
Kiili,Kiili,1584,"59.30775, 24.83776"
Kehtna,Kehtna,1579,"58.93028, 24.87806"
Jüri,Jueri,2581,"59.35974, 24.92099"
Zuheros,Zuheros,827,"37.54332, -4.31531"
Villarrobledo,Villarrobledo,26642,"39.26992, -2.60119"
Villargordo del Cabriel,Villargordo del Cabriel,719,"39.53333, -1.43333"
Villanueva de las Cruces,Villanueva de las Cruces,417,"37.62783, -7.02359"
Vícar,Vicar,22853,"36.83155, -2.64273"
Tibi,Tibi,1518,"38.53072, -0.57776"
Terrateig,Terrateig,393,"38.89453, -0.31993"
Tahal,Tahal,393,"37.22797, -2.2847"
Tabernas,Tabernas,3241,"37.04992, -2.39084"
Sella,Sella,643,"38.60926, -0.27305"
San Vicent del Raspeig,San Vicent del Raspeig,56715,"38.3964, -0.5255"
Santa Marta de Magasca,Santa Marta de Magasca,248,"39.5115, -6.09881"
Santa Amalia,Santa Amalia,4361,"39.01118, -6.01158"
San Pedro Alcántara,San Pedro Alcantara,34922,"36.48839, -4.99123"
Sangonera la Verde,Sangonera la Verde,9648,"37.92862, -1.20794"
Salvaleón,Salvaleon,2172,"38.5102, -6.78627"
Salorino,Salorino,796,"39.48018, -7.00758"
